id,sample_id,fertility_score,ph_score,organic_matter_score,nutrient_score,physical_property_score,comprehensive_grade,limiting_factors,improvement_suggestions,assessment_date,assessor,created_at
3771,3771,67.04,75.57,78.48,73.93,85.06,良,养分不平衡,合理施用石灰，调节土壤pH值,2023-09-21,李专家,2025-03-08 11:08:36
3772,3772,74.16,83.9,72.5,74.19,85.26,良,养分不平衡,深耕松土，改善土壤结构,2023-01-12,陈博士,2025-03-20 05:28:02
3773,3773,61.16,72.6,68.13,70.06,84.11,中,pH值偏离适宜范围; 有机质含量偏低; 养分不平衡,合理施用石灰，调节土壤pH值,2025-04-15,李专家,2023-10-17 09:03:20
3774,3774,77.93,74.79,73.9,71.72,88.41,良,pH值偏离适宜范围; 养分不平衡,增施有机肥，提高土壤有机质含量,2023-04-04,赵工程师,2025-03-03 14:21:35
3775,3775,73.65,77.05,84.3,78.69,83.19,良,无明显限制因子,深耕松土，改善土壤结构,2022-06-23,赵工程师,2023-07-08 07:57:16
3776,3776,77.49,77.58,80.41,81.06,87.69,良,无明显限制因子,合理施用石灰，调节土壤pH值,2024-01-01,张教授,2023-09-12 06:04:59
3777,3777,65.66,89.79,67.29,80.64,84.65,良,有机质含量偏低,深耕松土，改善土壤结构,2022-08-07,陈博士,2024-01-06 06:32:20
3778,3778,92.25,87.43,74.23,72.02,84.94,良,养分不平衡,增施有机肥，提高土壤有机质含量,2025-01-08,张教授,2023-08-31 06:30:53
3779,3779,91.67,79.01,73.89,81.82,79.84,良,无明显限制因子,科学施肥，平衡土壤养分,2022-07-22,陈博士,2023-01-04 01:04:53
3780,3780,82.67,80.49,80.4,86.62,86.72,良,无明显限制因子,轮作倒茬，维护土壤生态平衡,2024-05-06,赵工程师,2022-10-30 07:30:19
3781,3781,77.52,74.29,71.88,82.65,78.89,良,pH值偏离适宜范围,增施有机肥，提高土壤有机质含量,2022-12-27,赵工程师,2024-10-29 09:55:08
3782,3782,84.98,73.82,69.66,81.59,80.39,良,pH值偏离适宜范围; 有机质含量偏低,深耕松土，改善土壤结构,2024-04-09,赵工程师,2024-03-21 05:11:15
3783,3783,69.67,79.08,75.91,72.66,83.73,良,养分不平衡,深耕松土，改善土壤结构,2022-08-14,陈博士,2023-03-19 11:45:36
3784,3784,72.48,80.02,74.18,73.93,79.54,良,养分不平衡,科学施肥，平衡土壤养分,2022-09-02,王研究员,2023-06-09 19:16:16
3785,3785,87.13,83.43,76.03,85.85,79.24,良,无明显限制因子,轮作倒茬，维护土壤生态平衡,2024-06-28,王研究员,2023-09-12 03:36:50
3786,3786,86.45,70.71,71.21,86.58,85.88,良,pH值偏离适宜范围,轮作倒茬，维护土壤生态平衡,2024-07-09,王研究员,2024-02-10 02:05:53
3787,3787,93.0,70.81,84.95,80.8,83.43,良,pH值偏离适宜范围,深耕松土，改善土壤结构,2022-11-30,王研究员,2024-11-28 05:02:55
3788,3788,71.59,75.75,76.7,76.58,91.19,良,无明显限制因子,合理施用石灰，调节土壤pH值,2023-03-15,陈博士,2022-10-19 21:31:48
3789,3789,86.78,86.3,72.18,77.77,91.7,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2022-07-05,李专家,2024-10-21 19:15:29
3790,3790,74.23,73.43,68.55,77.11,91.79,良,pH值偏离适宜范围; 有机质含量偏低,轮作倒茬，维护土壤生态平衡,2023-04-18,王研究员,2023-04-28 19:44:51
3791,3791,86.26,78.26,67.57,78.4,82.23,良,有机质含量偏低,深耕松土，改善土壤结构,2024-03-21,陈博士,2023-11-05 17:14:24
3792,3792,64.55,85.51,67.39,76.03,86.0,良,有机质含量偏低,轮作倒茬，维护土壤生态平衡,2025-03-02,陈博士,2023-02-07 03:16:25
3793,3793,86.92,89.28,81.05,79.21,81.6,良,无明显限制因子,科学施肥，平衡土壤养分,2023-05-10,张教授,2022-12-18 09:02:58
3794,3794,83.0,76.4,79.64,80.07,91.56,良,无明显限制因子,科学施肥，平衡土壤养分,2025-03-06,赵工程师,2025-05-06 09:52:47
3795,3795,86.75,76.99,71.8,71.96,81.75,良,养分不平衡,科学施肥，平衡土壤养分,2024-12-26,王研究员,2022-09-16 07:52:00
3796,3796,73.3,83.48,79.78,72.52,86.31,良,养分不平衡,深耕松土，改善土壤结构,2025-02-27,王研究员,2022-11-02 17:49:41
3797,3797,76.95,77.75,80.38,72.23,78.18,良,养分不平衡,合理施用石灰，调节土壤pH值,2025-04-23,李专家,2022-11-21 17:28:31
3798,3798,75.7,81.66,78.7,78.86,88.85,良,无明显限制因子,合理施用石灰，调节土壤pH值,2025-05-20,赵工程师,2025-06-01 05:17:34
3799,3799,91.58,76.25,70.55,71.85,81.13,良,养分不平衡,轮作倒茬，维护土壤生态平衡,2023-01-03,王研究员,2022-06-16 10:00:06
3800,3800,65.8,74.42,66.19,81.36,80.01,中,pH值偏离适宜范围; 有机质含量偏低,合理施用石灰，调节土壤pH值,2022-10-07,陈博士,2022-08-05 16:27:09
3801,3801,74.09,88.87,66.01,73.1,81.07,良,有机质含量偏低; 养分不平衡,轮作倒茬，维护土壤生态平衡,2023-08-20,王研究员,2024-12-05 20:39:25
3802,3802,92.09,83.8,67.9,84.17,75.08,良,有机质含量偏低,科学施肥，平衡土壤养分,2023-12-12,王研究员,2024-08-23 05:56:29
3803,3803,74.26,89.85,78.37,79.54,90.61,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2022-07-10,王研究员,2022-06-29 07:50:23
3804,3804,60.67,80.94,71.23,85.32,85.32,良,无明显限制因子,科学施肥，平衡土壤养分,2023-11-21,张教授,2022-10-16 03:48:18
3805,3805,92.22,83.21,67.67,76.54,78.66,良,有机质含量偏低,深耕松土，改善土壤结构,2025-03-25,王研究员,2023-11-06 14:44:16
3806,3806,76.16,73.41,69.34,85.92,76.27,良,pH值偏离适宜范围; 有机质含量偏低,科学施肥，平衡土壤养分,2025-02-28,赵工程师,2024-10-27 18:59:01
3807,3807,62.46,81.53,82.16,80.9,76.13,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2023-09-16,张教授,2025-03-26 03:53:18
3808,3808,62.55,75.1,65.13,86.09,86.63,良,有机质含量偏低,增施有机肥，提高土壤有机质含量,2025-01-05,王研究员,2024-11-28 14:22:11
3809,3809,60.97,72.19,67.19,79.13,81.25,中,pH值偏离适宜范围; 有机质含量偏低,增施有机肥，提高土壤有机质含量,2023-11-09,张教授,2023-02-07 06:04:59
3810,3810,67.7,73.26,67.73,70.57,91.81,中,pH值偏离适宜范围; 有机质含量偏低; 养分不平衡,深耕松土，改善土壤结构,2025-06-04,张教授,2024-02-15 08:50:29
3811,3811,79.16,75.75,71.08,76.33,91.68,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2023-07-20,陈博士,2023-08-16 09:11:33
3812,3812,76.16,85.98,70.03,76.25,80.34,良,无明显限制因子,合理施用石灰，调节土壤pH值,2023-11-15,王研究员,2024-03-08 17:25:38
3813,3813,79.15,79.79,83.26,76.14,81.03,良,无明显限制因子,深耕松土，改善土壤结构,2024-03-02,张教授,2025-05-27 08:24:45
3814,3814,90.47,72.87,80.08,84.54,87.86,良,pH值偏离适宜范围,深耕松土，改善土壤结构,2023-11-26,陈博士,2025-04-30 06:31:09
3815,3815,92.51,89.62,78.99,79.81,89.22,优,无明显限制因子,科学施肥，平衡土壤养分,2024-10-01,张教授,2022-12-17 23:23:01
3816,3816,90.55,77.83,72.43,79.14,88.35,良,无明显限制因子,深耕松土，改善土壤结构,2024-12-26,赵工程师,2025-02-20 10:51:44
3817,3817,80.03,74.69,67.27,85.46,84.35,良,pH值偏离适宜范围; 有机质含量偏低,科学施肥，平衡土壤养分,2024-05-30,赵工程师,2023-09-24 00:28:06
3818,3818,62.18,72.37,72.09,73.07,77.96,中,pH值偏离适宜范围; 养分不平衡,增施有机肥，提高土壤有机质含量,2025-03-08,陈博士,2024-05-15 08:32:51
3819,3819,72.08,74.3,73.5,81.8,78.2,良,pH值偏离适宜范围,增施有机肥，提高土壤有机质含量,2024-05-17,张教授,2022-12-14 21:18:36
3820,3820,73.7,73.84,72.27,84.68,79.22,良,pH值偏离适宜范围,合理施用石灰，调节土壤pH值,2025-04-23,赵工程师,2024-11-15 20:28:55
3821,3821,71.71,74.09,80.73,86.61,89.47,良,pH值偏离适宜范围,合理施用石灰，调节土壤pH值,2024-11-05,赵工程师,2023-12-23 03:33:37
3822,3822,75.9,72.03,78.93,78.33,83.95,良,pH值偏离适宜范围,增施有机肥，提高土壤有机质含量,2025-05-07,赵工程师,2024-04-23 09:43:31
3823,3823,64.89,77.42,75.09,73.72,84.68,良,养分不平衡,科学施肥，平衡土壤养分,2023-03-13,陈博士,2023-12-10 17:53:18
3824,3824,87.56,72.43,65.81,79.68,85.03,良,pH值偏离适宜范围; 有机质含量偏低,合理施用石灰，调节土壤pH值,2023-05-06,陈博士,2022-08-11 01:54:47
3825,3825,62.07,72.87,80.42,87.04,86.9,良,pH值偏离适宜范围,增施有机肥，提高土壤有机质含量,2025-01-02,赵工程师,2023-01-27 10:19:37
3826,3826,68.38,82.62,78.06,75.61,79.82,良,无明显限制因子,科学施肥，平衡土壤养分,2022-10-22,张教授,2023-12-18 22:33:27
3827,3827,64.53,81.44,77.1,72.22,75.34,中,养分不平衡,增施有机肥，提高土壤有机质含量,2024-12-09,王研究员,2023-01-01 06:15:08
3828,3828,81.06,85.27,67.92,80.08,79.19,良,有机质含量偏低,增施有机肥，提高土壤有机质含量,2023-09-05,张教授,2023-05-05 18:59:54
3829,3829,66.59,79.62,72.78,71.54,80.5,中,养分不平衡,合理施用石灰，调节土壤pH值,2022-09-28,张教授,2023-09-23 11:46:15
3830,3830,88.22,74.39,70.1,80.45,84.3,良,pH值偏离适宜范围,轮作倒茬，维护土壤生态平衡,2023-04-07,王研究员,2022-12-05 04:02:49
3831,3831,79.79,74.05,77.32,71.85,89.62,良,pH值偏离适宜范围; 养分不平衡,科学施肥，平衡土壤养分,2024-07-19,张教授,2023-02-21 13:02:49
3832,3832,60.2,86.42,73.98,84.3,86.4,良,无明显限制因子,深耕松土，改善土壤结构,2024-07-20,陈博士,2024-01-27 01:11:24
3833,3833,93.36,80.32,80.67,78.1,86.93,良,无明显限制因子,合理施用石灰，调节土壤pH值,2025-02-27,李专家,2023-10-22 12:52:18
3834,3834,70.34,87.71,83.26,72.06,91.33,良,养分不平衡,轮作倒茬，维护土壤生态平衡,2024-09-01,赵工程师,2023-12-18 14:28:13
3835,3835,83.97,80.36,68.82,77.9,76.18,良,有机质含量偏低,增施有机肥，提高土壤有机质含量,2023-12-26,李专家,2024-12-11 02:59:45
3836,3836,93.6,87.58,81.03,76.88,89.57,优,无明显限制因子,合理施用石灰，调节土壤pH值,2023-07-30,赵工程师,2023-10-12 21:57:37
3837,3837,62.78,84.11,69.92,73.39,91.57,良,有机质含量偏低; 养分不平衡,合理施用石灰，调节土壤pH值,2023-05-31,赵工程师,2025-01-24 03:21:37
3838,3838,82.39,76.67,68.19,74.98,90.63,良,有机质含量偏低; 养分不平衡,增施有机肥，提高土壤有机质含量,2024-01-16,李专家,2022-12-07 16:08:26
3839,3839,86.65,76.31,79.22,72.15,81.6,良,养分不平衡,增施有机肥，提高土壤有机质含量,2023-06-05,张教授,2023-02-18 08:12:24
3840,3840,90.68,70.25,67.8,76.35,87.89,良,pH值偏离适宜范围; 有机质含量偏低,合理施用石灰，调节土壤pH值,2022-07-11,陈博士,2023-03-29 12:20:41
3841,3841,83.52,84.47,81.85,87.81,87.84,优,无明显限制因子,深耕松土，改善土壤结构,2023-05-05,陈博士,2022-07-22 03:28:10
3842,3842,86.55,82.64,69.9,72.34,75.99,良,有机质含量偏低; 养分不平衡,科学施肥，平衡土壤养分,2025-01-05,李专家,2024-06-20 22:04:27
3843,3843,80.59,86.34,82.96,87.81,91.71,优,无明显限制因子,轮作倒茬，维护土壤生态平衡,2023-06-18,李专家,2024-06-30 23:21:45
3844,3844,68.01,78.17,67.19,86.57,83.08,良,有机质含量偏低,深耕松土，改善土壤结构,2024-07-01,李专家,2025-05-13 10:59:51
3845,3845,75.38,73.0,82.11,78.55,78.19,良,pH值偏离适宜范围,增施有机肥，提高土壤有机质含量,2025-05-02,陈博士,2023-02-25 23:03:17
3846,3846,63.05,85.85,71.98,75.15,91.98,良,无明显限制因子,轮作倒茬，维护土壤生态平衡,2024-08-31,陈博士,2024-04-13 21:21:15
3847,3847,91.19,83.61,74.66,71.89,88.12,良,养分不平衡,轮作倒茬，维护土壤生态平衡,2022-11-23,陈博士,2023-10-27 04:52:12
3848,3848,79.08,75.81,73.24,73.91,88.54,良,养分不平衡,科学施肥，平衡土壤养分,2023-12-21,陈博士,2023-04-11 12:01:15
3849,3849,67.03,71.63,76.98,70.66,89.06,良,pH值偏离适宜范围; 养分不平衡,增施有机肥，提高土壤有机质含量,2024-03-24,张教授,2022-10-07 00:05:59
3850,3850,85.36,70.9,77.7,73.26,84.31,良,pH值偏离适宜范围; 养分不平衡,科学施肥，平衡土壤养分,2023-05-27,赵工程师,2025-06-07 18:01:08
3851,3851,65.97,75.32,77.64,84.22,89.39,良,无明显限制因子,深耕松土，改善土壤结构,2022-09-08,王研究员,2023-04-22 07:00:10
3852,3852,73.36,85.24,82.52,84.27,78.01,良,无明显限制因子,合理施用石灰，调节土壤pH值,2023-10-24,李专家,2023-02-28 16:43:51
3853,3853,64.93,84.85,66.49,86.56,85.88,良,有机质含量偏低,合理施用石灰，调节土壤pH值,2023-06-22,李专家,2023-07-01 08:44:14
3854,3854,85.76,74.62,82.13,76.29,91.12,良,pH值偏离适宜范围,轮作倒茬，维护土壤生态平衡,2024-03-18,赵工程师,2024-03-23 22:12:36
3855,3855,90.34,83.79,84.78,84.95,89.76,优,无明显限制因子,轮作倒茬，维护土壤生态平衡,2022-06-26,陈博士,2024-10-21 23:57:38
3856,3856,69.06,74.35,65.84,71.48,89.6,中,pH值偏离适宜范围; 有机质含量偏低; 养分不平衡,合理施用石灰，调节土壤pH值,2023-12-17,陈博士,2024-07-01 22:15:02
3857,3857,74.38,70.93,82.82,73.38,78.75,良,pH值偏离适宜范围; 养分不平衡,合理施用石灰，调节土壤pH值,2022-07-10,王研究员,2024-03-17 09:31:42
3858,3858,81.53,72.11,65.29,87.27,81.14,良,pH值偏离适宜范围; 有机质含量偏低,科学施肥，平衡土壤养分,2023-03-27,李专家,2024-08-21 19:56:01
3859,3859,67.95,88.53,72.01,87.3,83.23,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2024-07-02,王研究员,2024-09-28 16:06:15
3860,3860,84.31,76.37,72.92,79.08,87.76,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2025-02-24,张教授,2025-03-18 09:13:39
3861,3861,93.72,72.46,84.45,85.62,78.22,良,pH值偏离适宜范围,深耕松土，改善土壤结构,2022-06-11,王研究员,2025-01-31 18:25:52
3862,3862,81.25,82.09,71.81,71.6,85.12,良,养分不平衡,科学施肥，平衡土壤养分,2023-02-04,王研究员,2023-04-08 07:51:15
3863,3863,70.19,87.39,83.17,83.66,80.12,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2023-02-26,李专家,2024-07-19 06:46:14
3864,3864,69.14,78.51,65.32,83.99,81.28,良,有机质含量偏低,轮作倒茬，维护土壤生态平衡,2022-06-24,张教授,2023-12-04 22:20:58
3865,3865,81.7,79.35,83.96,76.09,87.49,良,无明显限制因子,深耕松土，改善土壤结构,2024-12-27,王研究员,2023-12-15 20:11:54
3866,3866,90.08,86.34,68.9,81.92,85.78,良,有机质含量偏低,科学施肥，平衡土壤养分,2025-02-28,王研究员,2022-10-14 00:53:29
3867,3867,69.48,88.86,70.85,72.59,90.11,良,养分不平衡,深耕松土，改善土壤结构,2025-04-04,王研究员,2025-04-22 04:20:33
3868,3868,65.48,86.27,71.69,85.83,82.76,良,无明显限制因子,合理施用石灰，调节土壤pH值,2023-05-11,王研究员,2022-12-06 01:02:59
3869,3869,80.44,70.68,74.22,75.77,86.56,良,pH值偏离适宜范围,合理施用石灰，调节土壤pH值,2023-10-16,张教授,2022-09-26 23:42:38
3870,3870,89.75,84.2,84.73,77.98,79.58,良,无明显限制因子,科学施肥，平衡土壤养分,2024-01-25,王研究员,2023-05-17 00:04:27
3871,3871,72.21,78.85,72.83,73.12,77.03,中,养分不平衡,科学施肥，平衡土壤养分,2025-03-17,赵工程师,2022-10-29 12:43:48
3872,3872,67.28,76.87,70.45,80.22,80.87,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2024-01-10,张教授,2025-01-10 08:35:43
3873,3873,71.55,74.01,69.59,78.6,82.58,良,pH值偏离适宜范围; 有机质含量偏低,轮作倒茬，维护土壤生态平衡,2024-04-26,李专家,2023-04-18 21:00:35
3874,3874,64.29,78.32,79.02,76.08,88.92,良,无明显限制因子,深耕松土，改善土壤结构,2022-08-30,王研究员,2022-12-03 06:34:12
3875,3875,62.89,89.85,68.83,82.63,78.88,良,有机质含量偏低,合理施用石灰，调节土壤pH值,2023-09-30,赵工程师,2024-09-30 15:36:01
3876,3876,81.92,73.12,76.88,75.03,90.39,良,pH值偏离适宜范围,增施有机肥，提高土壤有机质含量,2023-08-16,王研究员,2023-03-10 15:08:27
3877,3877,66.95,85.79,69.88,86.29,85.45,良,有机质含量偏低,深耕松土，改善土壤结构,2024-01-10,李专家,2022-06-30 11:22:19
3878,3878,67.39,87.74,84.17,77.73,75.34,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2024-08-04,张教授,2024-10-01 06:43:54
3879,3879,73.08,82.08,70.03,82.07,87.78,良,无明显限制因子,科学施肥，平衡土壤养分,2023-07-08,陈博士,2023-04-10 21:00:29
3880,3880,74.66,82.22,75.45,86.28,80.96,良,无明显限制因子,轮作倒茬，维护土壤生态平衡,2024-05-12,王研究员,2023-09-11 23:35:21
3881,3881,72.66,87.13,72.3,79.77,83.1,良,无明显限制因子,轮作倒茬，维护土壤生态平衡,2022-12-18,张教授,2024-07-01 11:18:21
3882,3882,94.32,82.82,72.29,78.4,90.85,良,无明显限制因子,合理施用石灰，调节土壤pH值,2024-11-13,李专家,2024-01-13 23:52:21
3883,3883,74.98,86.06,82.12,78.69,78.43,良,无明显限制因子,轮作倒茬，维护土壤生态平衡,2024-05-17,李专家,2023-10-08 19:00:37
3884,3884,90.2,81.48,67.36,80.39,79.64,良,有机质含量偏低,增施有机肥，提高土壤有机质含量,2024-05-02,张教授,2023-07-15 16:18:55
3885,3885,88.79,89.38,68.61,79.5,76.98,良,有机质含量偏低,科学施肥，平衡土壤养分,2024-06-23,王研究员,2023-04-28 05:10:33
3886,3886,75.67,70.73,71.24,87.11,85.22,良,pH值偏离适宜范围,合理施用石灰，调节土壤pH值,2024-07-12,赵工程师,2022-06-19 15:30:42
3887,3887,91.16,70.83,80.1,80.53,88.13,良,pH值偏离适宜范围,轮作倒茬，维护土壤生态平衡,2023-11-03,陈博士,2024-02-24 08:22:16
3888,3888,90.21,71.24,82.82,76.16,78.03,良,pH值偏离适宜范围,轮作倒茬，维护土壤生态平衡,2024-12-29,张教授,2024-02-06 07:34:04
3889,3889,74.02,75.37,79.58,82.98,86.18,良,无明显限制因子,深耕松土，改善土壤结构,2022-09-04,陈博士,2023-06-02 22:45:51
3890,3890,86.3,79.92,73.6,85.84,75.89,良,无明显限制因子,科学施肥，平衡土壤养分,2023-06-14,陈博士,2024-11-17 12:32:09
3891,3891,92.04,87.01,77.62,72.73,86.69,良,养分不平衡,深耕松土，改善土壤结构,2023-10-20,陈博士,2023-02-28 02:06:16
3892,3892,73.11,87.03,65.73,73.55,81.63,良,有机质含量偏低; 养分不平衡,轮作倒茬，维护土壤生态平衡,2024-09-28,张教授,2024-04-13 09:15:53
3893,3893,80.56,85.04,73.14,87.44,77.03,良,无明显限制因子,深耕松土，改善土壤结构,2025-06-01,张教授,2022-07-31 19:10:41
3894,3894,68.34,73.55,72.85,83.02,81.13,良,pH值偏离适宜范围,科学施肥，平衡土壤养分,2023-06-26,赵工程师,2024-10-10 16:53:11
3895,3895,91.84,83.48,83.37,77.85,77.92,良,无明显限制因子,科学施肥，平衡土壤养分,2024-01-24,王研究员,2023-08-20 00:05:26
3896,3896,91.99,82.55,72.77,78.29,90.39,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2024-06-13,陈博士,2024-11-11 12:11:02
3897,3897,93.99,88.71,68.39,84.24,82.63,良,有机质含量偏低,轮作倒茬，维护土壤生态平衡,2024-05-18,陈博士,2024-12-01 00:58:13
3898,3898,87.35,85.05,71.36,86.84,78.32,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2025-02-04,陈博士,2022-09-16 08:42:34
3899,3899,83.14,70.88,65.29,79.88,77.55,良,pH值偏离适宜范围; 有机质含量偏低,合理施用石灰，调节土壤pH值,2022-08-14,张教授,2024-05-09 20:42:59
3900,3900,61.96,88.76,84.99,70.48,81.13,良,养分不平衡,科学施肥，平衡土壤养分,2024-11-19,李专家,2022-09-17 07:05:52
3901,3901,84.08,88.07,77.54,82.12,91.65,良,无明显限制因子,轮作倒茬，维护土壤生态平衡,2022-10-04,陈博士,2024-03-04 17:27:24
3902,3902,94.76,74.53,67.71,87.65,75.18,良,pH值偏离适宜范围; 有机质含量偏低,深耕松土，改善土壤结构,2023-03-21,李专家,2022-11-06 10:42:51
3903,3903,88.27,74.45,78.53,78.98,82.86,良,pH值偏离适宜范围,深耕松土，改善土壤结构,2023-07-13,赵工程师,2024-03-07 05:38:00
3904,3904,68.79,79.91,66.44,73.0,90.96,良,有机质含量偏低; 养分不平衡,轮作倒茬，维护土壤生态平衡,2022-07-19,陈博士,2023-03-23 02:48:50
3905,3905,88.01,80.36,69.69,86.39,83.74,良,有机质含量偏低,轮作倒茬，维护土壤生态平衡,2025-05-23,王研究员,2023-12-26 23:13:36
3906,3906,82.7,87.03,79.58,78.06,79.24,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2023-04-18,王研究员,2024-09-12 09:46:02
3907,3907,77.17,78.8,72.75,82.87,82.67,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2025-05-18,赵工程师,2023-03-21 20:29:38
3908,3908,70.0,78.7,76.14,75.83,79.79,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2023-01-08,陈博士,2024-06-20 16:16:20
3909,3909,86.56,89.73,82.82,84.26,90.21,优,无明显限制因子,深耕松土，改善土壤结构,2022-12-31,王研究员,2025-02-22 15:23:02
3910,3910,60.79,82.94,68.99,79.11,86.97,良,有机质含量偏低,深耕松土，改善土壤结构,2025-03-25,赵工程师,2025-06-08 14:57:05
3911,3911,92.16,87.16,66.42,75.76,89.86,良,有机质含量偏低,合理施用石灰，调节土壤pH值,2024-07-30,陈博士,2024-11-20 08:06:30
3912,3912,60.3,73.36,77.83,80.47,77.29,中,pH值偏离适宜范围,增施有机肥，提高土壤有机质含量,2024-08-02,陈博士,2025-02-22 08:58:31
3913,3913,73.67,84.8,74.94,76.95,79.67,良,无明显限制因子,科学施肥，平衡土壤养分,2022-08-19,李专家,2022-06-28 10:33:51
3914,3914,91.4,73.47,74.09,81.07,91.33,良,pH值偏离适宜范围,深耕松土，改善土壤结构,2022-09-04,李专家,2023-07-30 05:25:18
3915,3915,68.67,87.32,71.44,70.03,79.5,良,养分不平衡,科学施肥，平衡土壤养分,2025-06-06,张教授,2023-04-12 07:53:36
3916,3916,89.22,77.49,72.19,73.73,76.21,良,养分不平衡,轮作倒茬，维护土壤生态平衡,2024-08-12,李专家,2025-04-03 10:48:40
3917,3917,68.41,84.18,77.64,84.52,82.29,良,无明显限制因子,科学施肥，平衡土壤养分,2024-04-27,王研究员,2022-09-30 13:04:10
3918,3918,70.64,78.78,67.86,86.05,77.75,良,有机质含量偏低,增施有机肥，提高土壤有机质含量,2024-11-18,王研究员,2023-10-31 06:23:58
3919,3919,80.96,83.44,83.59,72.34,91.3,良,养分不平衡,科学施肥，平衡土壤养分,2023-02-13,赵工程师,2024-08-03 10:22:07
3920,3920,81.12,88.62,73.15,74.3,75.23,良,养分不平衡,深耕松土，改善土壤结构,2024-09-10,王研究员,2023-11-23 01:05:54
3921,3921,61.93,86.69,73.03,74.82,78.8,良,养分不平衡,合理施用石灰，调节土壤pH值,2023-04-17,赵工程师,2023-12-12 13:47:52
3922,3922,65.75,86.16,79.99,77.93,80.35,良,无明显限制因子,合理施用石灰，调节土壤pH值,2024-12-19,张教授,2024-11-18 11:15:52
3923,3923,84.69,83.11,84.14,76.22,75.99,良,无明显限制因子,深耕松土，改善土壤结构,2024-09-10,陈博士,2022-08-14 19:31:22
3924,3924,79.89,78.42,78.48,73.91,83.36,良,养分不平衡,科学施肥，平衡土壤养分,2023-12-04,王研究员,2022-10-29 05:13:09
3925,3925,93.28,78.2,72.86,73.97,82.64,良,养分不平衡,轮作倒茬，维护土壤生态平衡,2022-12-28,李专家,2022-06-18 12:18:20
3926,3926,72.81,70.51,69.5,76.16,77.55,中,pH值偏离适宜范围; 有机质含量偏低,合理施用石灰，调节土壤pH值,2024-03-08,陈博士,2025-03-02 13:48:00
3927,3927,91.63,76.3,70.47,72.31,80.43,良,养分不平衡,增施有机肥，提高土壤有机质含量,2023-11-12,赵工程师,2024-02-18 19:41:20
3928,3928,87.19,81.84,79.38,79.97,84.93,良,无明显限制因子,轮作倒茬，维护土壤生态平衡,2023-09-29,王研究员,2024-01-26 08:37:13
3929,3929,91.83,79.57,69.86,79.84,82.39,良,有机质含量偏低,增施有机肥，提高土壤有机质含量,2022-09-10,赵工程师,2023-11-15 17:35:46
3930,3930,81.32,70.84,76.95,72.72,83.11,良,pH值偏离适宜范围; 养分不平衡,增施有机肥，提高土壤有机质含量,2023-03-08,张教授,2023-12-02 01:26:16
3931,3931,83.28,71.38,82.82,75.33,79.34,良,pH值偏离适宜范围,轮作倒茬，维护土壤生态平衡,2025-05-19,王研究员,2022-10-04 00:38:26
3932,3932,80.23,79.64,79.93,74.59,79.16,良,养分不平衡,增施有机肥，提高土壤有机质含量,2024-01-28,赵工程师,2022-07-20 22:58:51
3933,3933,69.1,85.08,74.87,86.95,91.92,良,无明显限制因子,科学施肥，平衡土壤养分,2022-09-21,李专家,2024-05-28 05:46:26
3934,3934,73.86,78.72,83.71,73.28,78.32,良,养分不平衡,深耕松土，改善土壤结构,2023-10-05,李专家,2023-12-20 15:22:38
3935,3935,67.32,79.79,72.82,71.21,84.98,良,养分不平衡,轮作倒茬，维护土壤生态平衡,2023-10-25,李专家,2025-04-23 00:16:19
3936,3936,91.79,78.69,83.82,86.36,87.68,优,无明显限制因子,合理施用石灰，调节土壤pH值,2023-01-11,李专家,2023-04-13 14:48:09
3937,3937,70.57,87.0,75.77,72.36,91.83,良,养分不平衡,增施有机肥，提高土壤有机质含量,2025-05-02,李专家,2023-01-22 21:08:27
3938,3938,63.52,82.92,83.42,72.71,75.99,良,养分不平衡,科学施肥，平衡土壤养分,2022-12-22,王研究员,2023-06-10 23:06:15
3939,3939,62.09,83.71,75.53,80.0,87.73,良,无明显限制因子,轮作倒茬，维护土壤生态平衡,2025-05-27,陈博士,2023-10-23 17:32:09
3940,3940,71.48,74.33,69.59,87.39,85.97,良,pH值偏离适宜范围; 有机质含量偏低,深耕松土，改善土壤结构,2025-04-15,王研究员,2022-09-19 17:35:30
3941,3941,63.98,72.48,67.03,73.09,90.37,中,pH值偏离适宜范围; 有机质含量偏低; 养分不平衡,增施有机肥，提高土壤有机质含量,2024-05-20,陈博士,2023-04-08 18:48:53
3942,3942,81.03,89.42,78.69,72.1,76.52,良,养分不平衡,轮作倒茬，维护土壤生态平衡,2022-08-08,王研究员,2024-09-11 02:00:13
3943,3943,88.77,75.74,74.12,76.63,84.64,良,无明显限制因子,科学施肥，平衡土壤养分,2022-08-10,陈博士,2022-08-04 06:25:47
