id,sample_id,iron,manganese,zinc,copper,boron,molybdenum,chlorine,sulfur,calcium,magnesium,test_date,created_at
4826,2912,242.17,71.27,2.3,6.22,0.39,0.32,64.01,176.52,5375.08,633.15,2023-05-14,2023-05-06 17:28:00
4827,6358,276.24,111.62,7.61,5.0,0.24,0.67,133.12,389.07,1670.83,759.81,2024-06-07,2025-04-21 07:04:25
4828,1230,58.65,127.42,7.38,0.62,0.86,1.21,138.37,241.32,1916.87,969.16,2023-11-13,2024-05-03 03:43:53
4829,6905,195.99,93.04,11.2,5.04,1.31,0.67,111.06,167.76,5973.06,267.43,2023-03-16,2025-06-07 18:38:23
4830,8316,52.33,11.69,8.16,2.52,0.57,0.44,76.21,247.52,1835.74,1828.29,2023-03-09,2023-12-02 11:18:10
4831,7763,43.97,78.32,7.8,1.73,0.65,1.0,110.95,326.26,4586.37,1124.25,2023-12-13,2023-09-20 09:37:25
4832,1611,158.69,12.37,7.06,3.26,0.63,0.44,67.93,270.14,1698.8,1626.93,2024-07-27,2024-01-24 02:23:54
4833,6124,119.97,18.5,11.36,6.98,1.09,1.4,42.81,80.96,2671.96,594.59,2024-04-27,2023-10-10 07:55:19
4834,4999,198.79,60.05,14.02,6.46,0.54,0.34,22.92,197.11,7862.31,926.77,2024-11-18,2025-01-12 22:58:14
4835,9339,120.96,72.57,11.14,3.34,0.97,0.84,194.9,115.83,6084.03,1076.21,2025-02-19,2024-04-28 20:51:32
4836,9016,124.46,93.65,1.2,7.26,0.63,0.35,134.35,274.55,3134.48,684.62,2023-05-06,2024-10-19 21:42:36
4837,7960,65.8,30.41,6.2,7.78,1.89,1.19,46.72,267.26,6006.52,1465.11,2023-04-24,2023-08-11 20:18:13
4838,219,212.47,111.35,4.43,3.03,1.45,0.86,53.38,58.18,3862.44,894.88,2025-05-16,2022-08-14 08:09:44
4839,5085,207.2,68.17,11.94,2.73,0.2,0.4,173.2,241.13,2354.93,649.78,2025-03-28,2023-09-16 11:29:58
4840,7063,200.57,97.8,5.91,6.12,0.82,0.24,57.57,384.47,7404.89,495.48,2024-06-11,2024-10-01 22:26:11
4841,5032,127.58,22.84,12.94,1.93,0.58,1.05,72.12,145.82,984.67,231.39,2025-02-05,2023-10-27 08:32:13
4842,9044,23.78,143.16,6.39,0.26,0.92,0.46,29.0,305.8,1266.71,1148.21,2022-12-04,2022-10-20 04:02:39
4843,3916,101.1,88.26,13.86,0.79,1.39,0.19,187.59,55.56,5469.98,1093.4,2024-08-12,2025-04-03 10:48:40
4844,8663,57.91,66.84,11.5,7.69,0.76,0.57,95.92,63.33,2353.26,1052.32,2023-05-12,2022-12-02 16:36:18
4845,9171,109.28,37.21,1.84,7.1,0.77,1.16,58.1,365.64,1051.22,486.37,2023-11-24,2023-10-13 15:58:25
4846,1350,149.28,135.64,7.83,6.78,1.21,1.21,150.96,380.89,4217.09,462.87,2022-06-16,2022-12-23 15:32:56
4847,8908,98.59,60.17,6.56,1.78,0.3,0.86,164.0,160.06,6760.32,1719.88,2025-05-22,2022-07-29 12:47:36
4848,2265,72.17,62.94,9.45,6.02,1.59,0.44,120.97,219.31,3605.62,785.14,2024-03-27,2022-09-13 19:47:29
4849,6196,218.6,61.9,2.64,5.56,1.57,1.1,20.23,191.73,3147.45,542.97,2024-04-20,2023-08-22 19:36:18
4850,2516,55.15,8.38,0.79,7.94,0.31,0.06,124.7,276.61,2484.06,483.2,2024-06-16,2024-01-17 21:20:58
4851,9735,59.48,43.22,6.37,7.9,0.37,1.09,126.91,383.24,1493.4,1406.31,2024-10-14,2025-04-13 16:09:47
4852,8772,117.36,62.91,3.07,7.07,0.47,0.54,18.22,349.64,5140.23,346.63,2023-06-03,2025-04-24 22:17:15
4853,8023,195.42,115.51,12.18,3.48,0.6,0.59,134.7,286.52,5919.97,1841.16,2023-07-14,2023-02-22 22:30:51
4854,626,53.47,47.22,3.0,0.66,0.85,0.33,121.8,321.61,2088.4,1707.42,2023-11-15,2025-04-14 22:15:08
4855,6170,200.87,53.13,8.65,6.93,1.78,1.45,113.74,318.11,4913.87,382.8,2023-03-17,2024-05-22 22:41:18
4856,888,86.63,16.0,9.68,3.85,0.51,0.23,198.03,196.95,5355.74,480.23,2023-04-20,2024-04-17 00:12:12
4857,2236,278.53,93.74,8.56,5.67,0.96,0.18,11.98,158.11,549.45,1129.6,2023-06-28,2025-03-14 22:58:37
4858,6496,97.07,44.94,8.27,2.33,1.67,1.11,193.53,34.6,6850.27,983.24,2023-01-14,2022-11-12 21:32:58
4859,1553,139.28,40.46,8.74,7.9,1.32,0.11,28.45,217.77,4144.72,1512.16,2022-08-05,2023-12-03 17:14:34
4860,9212,257.03,89.72,12.18,6.85,1.32,0.92,29.5,205.0,633.57,1597.21,2025-06-09,2024-05-13 23:38:37
4861,1810,292.06,32.77,2.42,5.73,1.51,0.82,168.19,255.58,534.14,442.28,2024-08-27,2023-05-26 00:48:53
4862,9206,235.39,59.47,8.84,6.91,0.46,1.43,83.76,357.07,2333.79,1222.37,2023-10-10,2023-10-26 23:47:13
4863,632,267.59,86.55,14.96,0.27,1.36,1.12,61.72,108.24,1828.36,1518.93,2023-09-17,2023-12-16 01:26:09
4864,8590,187.51,106.6,9.27,0.67,1.97,0.72,140.45,298.82,6986.88,318.07,2024-07-08,2022-10-24 19:35:19
4865,4420,245.84,47.36,1.31,0.91,1.56,0.81,106.83,201.13,1099.41,1674.11,2024-10-02,2023-01-18 08:32:30
4866,9616,182.15,142.86,8.3,3.07,0.52,0.37,136.61,66.45,6400.08,1440.84,2022-07-18,2023-04-18 04:20:32
4867,1322,134.0,122.6,5.75,2.63,0.67,1.13,124.35,319.03,5280.56,1331.25,2024-04-08,2023-07-25 08:57:55
4868,7676,252.51,109.01,13.96,2.85,0.87,1.35,173.47,223.99,703.23,793.22,2023-10-24,2025-05-08 17:04:36
4869,9511,164.15,140.03,1.22,4.49,1.21,1.28,20.87,323.48,2189.25,1765.98,2025-04-04,2022-07-26 16:11:33
4870,5084,215.53,28.03,9.82,1.61,1.35,1.23,60.35,316.25,4156.23,1893.97,2023-03-04,2024-09-22 09:32:54
4871,3005,51.66,71.76,6.28,2.93,0.71,0.27,75.06,289.84,723.92,1296.61,2024-07-27,2024-09-25 05:59:43
4872,2456,28.15,9.76,2.05,5.03,0.17,0.21,164.53,91.73,4890.66,323.96,2025-02-28,2024-01-28 16:25:59
4873,8927,256.9,114.48,7.01,4.91,0.46,0.15,128.37,248.87,6229.98,1875.48,2024-10-24,2023-02-11 14:33:54
4874,7481,104.52,101.21,13.19,3.24,0.9,0.26,175.51,186.14,1173.37,940.06,2025-03-14,2025-03-21 13:02:55
4875,2018,188.46,89.03,4.48,6.56,1.29,0.54,152.23,220.97,5414.4,1547.22,2022-07-21,2024-12-19 13:06:54
4876,5873,116.13,141.42,11.17,1.42,0.38,0.35,40.71,374.84,4870.79,1412.56,2022-10-27,2023-07-11 09:12:59
4877,7580,132.32,42.12,13.04,2.24,1.23,0.37,57.64,70.51,4063.87,296.92,2025-02-05,2022-09-29 11:34:09
4878,2162,75.23,61.33,4.92,0.82,0.14,0.36,128.71,262.98,4624.74,749.24,2023-12-02,2024-06-05 13:41:06
4879,867,48.62,31.33,6.49,0.95,0.35,0.3,24.39,34.28,2665.97,948.25,2022-11-06,2023-05-27 12:41:22
4880,9948,159.04,39.19,8.82,1.03,1.93,0.26,38.94,328.63,2460.94,336.51,2023-09-08,2022-07-16 11:33:15
4881,4814,84.58,128.39,11.51,7.22,1.42,1.35,121.77,146.51,760.67,838.12,2024-08-24,2025-05-25 11:19:36
4882,1175,233.74,19.8,14.55,4.37,0.21,0.32,130.15,54.41,3168.02,1480.36,2024-04-15,2025-03-01 12:14:12
4883,4863,47.91,13.31,2.37,6.62,1.23,0.46,83.21,78.7,4127.45,403.19,2025-04-21,2024-08-13 02:29:44
4884,4960,193.33,125.58,11.45,6.58,1.87,0.39,48.67,189.75,5353.45,999.55,2025-01-18,2024-10-16 18:45:29
4885,5226,293.06,66.59,1.56,2.07,0.68,0.53,67.92,276.34,1193.63,518.14,2023-10-11,2024-07-30 15:53:08
4886,6997,213.2,139.82,2.5,7.28,0.99,1.34,30.06,83.94,1701.36,1220.19,2024-06-05,2023-05-04 17:49:43
4887,5948,166.99,57.64,4.52,5.94,0.34,0.69,64.41,88.01,6273.51,548.66,2025-01-26,2023-09-25 03:59:24
4888,7408,150.05,120.0,5.9,0.5,1.39,0.84,116.24,240.12,2654.85,571.34,2025-03-29,2024-09-29 17:51:02
4889,3279,266.86,140.8,2.82,2.07,1.78,0.58,198.86,309.1,3382.26,355.65,2024-08-14,2023-03-14 06:00:35
4890,8152,83.18,58.52,8.61,1.15,1.59,0.93,142.61,190.73,2180.17,867.96,2023-09-21,2022-11-30 08:00:31
4891,3226,206.79,15.51,11.28,2.93,0.31,0.21,171.28,187.34,1591.48,1384.34,2023-12-21,2025-02-11 07:24:52
4892,3479,150.3,37.44,5.47,5.34,0.49,0.25,78.77,331.46,7407.22,1436.85,2024-02-08,2023-07-27 09:42:36
4893,6398,144.29,41.43,0.58,2.71,1.82,1.37,78.18,129.63,5167.88,1633.91,2022-11-08,2024-11-24 19:26:46
4894,3041,288.34,79.2,9.15,3.81,1.28,0.8,108.46,220.99,4304.12,1673.26,2022-08-20,2022-11-23 05:50:41
4895,1529,194.33,48.64,7.76,7.36,1.62,0.53,181.44,191.65,3569.89,371.31,2023-03-02,2023-08-07 05:16:24
4896,4549,15.21,38.01,11.04,6.93,1.18,0.64,76.51,349.34,6771.57,1073.3,2022-08-19,2023-03-15 10:14:17
4897,8522,126.25,44.41,1.42,4.42,1.45,0.08,34.21,239.73,6314.21,1231.03,2024-07-07,2025-04-05 12:23:45
4898,2968,105.37,83.63,5.66,5.56,1.63,1.23,118.03,241.32,2234.19,1823.83,2025-05-29,2023-04-09 01:58:08
4899,6893,131.99,133.98,14.97,6.79,0.95,0.64,128.56,141.45,3939.45,1140.37,2022-11-17,2022-11-02 20:40:42
4900,9686,26.44,111.93,11.38,2.08,0.31,0.75,148.18,174.43,2443.49,1345.11,2022-09-27,2022-12-19 16:35:16
4901,9788,295.14,44.09,4.6,6.04,1.9,0.51,174.78,146.27,1106.9,1054.05,2023-04-26,2022-08-13 07:07:44
4902,3232,264.41,40.22,14.32,5.53,0.5,1.46,155.59,91.19,5155.62,1528.49,2023-10-22,2023-02-02 07:14:32
4903,4528,174.54,111.6,7.32,3.44,0.59,1.35,62.96,315.72,3694.72,204.43,2022-09-10,2024-10-15 10:15:46
4904,6242,288.6,118.92,6.58,4.84,0.27,1.44,183.21,327.35,7138.0,1626.64,2023-12-03,2022-09-16 02:22:12
4905,3399,147.79,28.48,2.22,4.54,1.54,1.42,136.9,228.69,608.71,117.64,2023-01-17,2023-05-26 14:35:02
4906,7230,159.27,89.49,9.33,2.37,0.65,0.35,132.35,21.05,6802.53,1524.89,2022-08-16,2022-12-11 02:38:50
4907,6519,88.09,45.09,8.41,1.86,0.76,1.03,196.69,39.95,4531.49,929.82,2024-12-09,2022-08-22 08:46:36
4908,1764,15.97,83.19,5.85,2.78,1.5,0.71,29.65,100.58,7728.45,1049.12,2023-08-16,2025-03-09 20:26:45
4909,9396,127.28,100.44,13.97,5.97,0.34,0.9,99.73,159.64,2335.35,578.17,2022-10-10,2023-05-17 17:08:33
4910,7699,118.3,124.77,1.86,1.39,1.72,1.48,188.58,114.69,3055.73,1226.24,2024-05-18,2023-10-05 16:34:31
4911,1421,107.42,119.3,14.48,1.17,1.58,0.19,118.83,310.34,1311.17,1641.04,2022-07-19,2024-01-13 08:57:14
4912,9148,39.29,115.13,6.88,5.07,1.82,0.75,70.35,227.34,6534.22,1044.45,2024-06-17,2023-08-17 13:10:15
4913,8398,264.61,69.78,0.78,1.5,0.81,1.18,32.07,203.55,7191.99,848.4,2024-09-23,2023-09-11 12:44:10
4914,2757,206.75,32.97,2.87,1.79,0.91,0.12,64.52,216.85,1340.37,779.71,2023-12-31,2023-03-27 20:12:52
4915,536,84.68,75.22,11.07,4.03,0.19,0.06,156.77,157.98,7234.98,1637.87,2025-02-23,2022-06-24 05:33:33
4916,5532,273.45,86.87,2.56,7.77,1.8,0.5,141.53,327.41,2922.94,1002.92,2025-06-08,2023-03-06 20:05:45
4917,6992,19.29,77.7,8.13,1.66,1.27,0.08,58.57,124.11,5498.35,198.17,2023-08-25,2023-07-26 19:48:42
4918,1970,83.22,46.16,8.59,2.77,1.62,0.89,49.87,269.23,3637.28,474.25,2023-10-10,2024-03-20 03:28:50
4919,6993,199.67,115.52,3.87,2.93,1.96,0.12,38.74,182.47,2772.26,1667.91,2023-05-11,2023-11-09 22:57:24
4920,8597,193.16,117.59,2.4,7.07,0.42,0.25,72.34,110.26,5002.17,552.31,2023-08-09,2025-02-26 22:51:07
4921,9553,15.87,140.77,10.81,3.68,0.82,1.26,71.71,304.07,5688.77,1249.06,2022-09-16,2023-01-19 00:00:28
4922,3126,178.85,9.23,14.65,2.05,0.25,0.48,25.49,383.56,1179.77,1047.35,2024-05-12,2025-04-14 10:04:04
4923,5117,121.7,126.91,9.81,7.88,1.15,0.07,111.08,230.99,7969.7,283.75,2023-10-10,2024-06-26 15:11:53
4924,5575,141.94,44.25,9.28,3.61,0.41,0.73,107.51,325.19,5727.02,774.43,2025-03-12,2023-03-11 03:08:56
4925,8581,145.25,26.97,2.76,7.13,1.86,0.22,72.24,191.52,5979.1,522.35,2023-04-17,2023-01-15 08:43:53
4926,5746,140.83,10.79,6.12,5.92,1.29,0.48,151.07,230.65,5123.87,839.87,2025-02-19,2023-10-16 10:18:56
4927,834,273.04,54.37,5.71,1.86,1.7,1.02,34.15,155.3,4623.35,524.95,2023-04-07,2022-09-07 20:36:19
4928,2167,237.84,147.22,11.33,6.77,0.46,0.43,104.68,359.36,631.01,1567.66,2023-04-29,2023-06-05 13:08:13
4929,3056,272.62,127.5,14.57,5.18,0.92,1.49,136.51,324.41,5845.94,823.12,2025-05-12,2022-09-07 07:17:13
4930,3955,94.68,66.6,5.4,4.23,0.63,0.35,151.76,226.98,2093.52,737.73,2024-06-26,2025-01-03 13:55:18
4931,9617,284.78,127.27,14.67,2.26,0.64,0.49,11.84,74.57,4935.41,241.44,2023-09-10,2025-04-12 21:17:51
4932,3553,193.45,93.41,5.59,6.49,1.03,0.77,177.51,361.37,568.52,985.81,2023-11-20,2023-03-02 14:55:52
4933,4701,194.39,45.73,3.51,6.71,0.83,0.1,47.01,70.01,6646.27,723.3,2024-08-28,2023-10-25 05:45:22
4934,4741,269.66,47.64,7.82,4.38,0.98,0.59,121.02,299.74,5668.74,1280.09,2024-04-17,2025-05-26 23:44:58
4935,3863,70.19,52.89,4.35,6.27,1.21,0.37,10.99,243.15,7158.99,950.78,2023-02-26,2024-07-19 06:46:14
4936,1059,203.87,17.83,3.44,6.41,1.63,0.49,68.35,84.87,7348.58,988.86,2023-07-13,2023-10-17 14:42:25
4937,5133,141.03,48.52,6.34,2.26,0.71,1.02,151.54,293.48,5065.32,1652.04,2023-01-26,2024-08-31 16:39:30
4938,7877,143.7,63.28,3.61,6.09,0.94,0.61,196.88,258.38,6579.88,329.55,2022-08-02,2023-07-31 10:42:25
4939,9190,265.79,147.94,12.6,7.62,1.35,0.53,50.59,199.41,7747.87,949.39,2022-12-31,2024-07-30 03:21:11
4940,6366,165.84,95.56,14.45,2.89,0.38,0.06,77.25,348.92,1573.29,202.29,2024-06-13,2024-10-13 17:50:59
4941,2412,247.49,56.67,12.35,2.72,0.81,1.25,157.43,71.52,7509.2,1060.77,2023-10-30,2022-09-03 07:38:38
4942,5163,111.39,127.82,11.29,6.68,1.48,1.2,122.0,248.63,4443.5,114.75,2024-12-05,2024-07-04 17:21:19
4943,9243,229.58,48.45,6.25,2.57,0.2,1.22,156.18,288.1,3491.65,1716.03,2025-04-06,2023-01-11 09:52:17
4944,2021,286.49,107.62,14.58,1.95,1.22,0.13,71.24,223.64,4763.38,1799.08,2023-03-16,2025-01-20 03:14:44
4945,9929,125.43,37.87,12.69,4.8,0.52,1.2,136.39,98.42,4990.19,1537.17,2024-12-28,2024-06-09 19:13:12
4946,6602,238.3,27.0,11.17,4.9,0.13,0.66,127.75,296.57,6608.23,1906.15,2022-06-20,2024-05-25 22:26:49
4947,8470,188.95,11.45,8.61,3.29,1.39,1.33,149.93,104.6,4324.28,1933.99,2023-08-05,2022-12-03 03:33:17
4948,3377,170.42,30.6,1.42,2.38,1.25,1.39,84.98,365.64,7562.58,1129.98,2023-05-29,2023-09-15 22:22:33
4949,2147,76.08,21.87,1.37,4.45,1.73,1.43,162.82,110.04,4947.73,1725.24,2024-02-17,2023-05-03 16:44:50
4950,3992,251.19,121.61,8.24,5.62,1.29,0.97,53.09,92.57,4397.17,113.59,2025-04-23,2024-05-30 19:59:10
4951,8762,157.55,11.33,6.68,5.55,0.48,1.28,86.96,57.28,1841.14,1412.0,2024-11-24,2022-07-29 17:18:56
4952,7326,183.4,9.81,13.03,5.8,1.39,1.31,153.82,177.91,5816.23,912.56,2022-12-28,2023-07-28 08:19:35
4953,4732,109.77,46.54,8.38,5.44,1.81,0.46,101.55,395.35,1978.08,242.06,2023-01-20,2024-03-03 12:12:27
4954,6000,129.11,49.08,8.22,1.52,1.23,0.79,80.33,22.82,4669.22,253.84,2023-06-26,2023-11-11 21:27:27
4955,3181,253.47,108.96,1.74,1.4,1.79,0.09,141.35,392.97,5460.06,903.34,2024-07-02,2024-12-28 19:27:21
4956,9954,99.29,30.88,1.73,2.6,1.52,1.43,183.1,66.97,3599.81,1931.33,2023-03-17,2024-01-04 00:07:07
4957,5191,243.86,76.87,10.36,4.15,1.66,1.21,134.23,30.22,3331.93,1832.09,2024-11-07,2022-09-29 07:13:56
4958,8623,101.97,89.92,10.13,4.48,0.49,1.15,91.44,221.79,2593.82,948.19,2022-07-07,2025-03-09 00:16:04
4959,3049,134.61,106.53,5.34,7.12,0.25,0.99,99.58,173.77,2492.82,425.64,2025-05-22,2022-07-21 08:55:56
4960,8764,29.26,35.72,2.13,1.66,1.34,0.41,60.23,173.12,637.2,880.59,2024-07-23,2022-07-21 12:10:26
4961,9333,21.12,41.01,4.67,5.59,1.25,0.55,173.23,104.61,7714.24,1918.78,2022-11-10,2024-09-25 22:44:08
4962,1777,257.19,75.9,4.51,3.49,1.86,0.64,16.95,382.25,6825.65,273.94,2023-09-12,2022-08-05 21:52:27
4963,121,256.27,49.75,12.58,1.56,0.46,0.27,158.37,317.63,7132.69,898.57,2022-07-12,2022-11-10 05:42:37
4964,9032,70.05,83.96,13.86,2.8,1.7,0.42,36.2,142.15,1495.23,1452.0,2024-04-08,2024-05-03 11:53:23
4965,5784,231.61,149.52,13.59,4.02,0.18,0.16,18.99,204.83,7234.11,474.49,2024-12-13,2024-01-27 01:47:09
4966,6123,160.94,80.15,10.2,2.55,0.39,0.54,175.04,278.32,6622.55,1251.3,2023-10-13,2025-02-09 14:41:20
4967,3618,164.75,86.02,12.99,0.89,1.2,1.05,165.51,40.51,3553.01,728.51,2024-10-14,2024-07-29 04:58:52
4968,7463,117.18,42.26,11.98,5.56,1.07,1.11,21.56,62.32,1392.93,309.39,2025-05-23,2024-01-21 23:27:23
4969,4189,234.58,145.57,12.22,3.18,1.69,0.88,90.4,277.49,3401.6,1852.53,2022-11-22,2023-11-17 21:19:28
4970,5149,39.35,18.21,6.88,4.89,1.61,0.07,158.82,310.11,2922.63,1172.26,2022-11-18,2023-07-19 22:45:24
4971,3558,117.06,66.8,4.64,0.21,0.92,0.85,109.03,21.83,962.88,759.49,2023-09-25,2024-02-28 19:33:11
4972,5655,27.95,49.95,11.03,6.5,0.33,0.05,16.17,261.97,7609.6,727.62,2025-01-27,2022-09-19 17:08:02
4973,7945,117.59,80.23,14.77,2.91,1.55,0.89,198.74,396.97,4649.19,622.67,2022-10-16,2023-07-30 00:29:51
4974,1606,295.66,105.21,5.36,6.48,0.78,1.09,44.02,28.46,2414.8,1547.8,2023-05-16,2025-03-28 01:15:57
4975,9308,192.97,96.64,11.88,1.81,1.49,1.35,80.26,318.51,3238.16,651.62,2024-08-18,2022-12-11 20:56:36
4976,2696,127.34,122.59,11.85,5.61,0.7,0.96,106.64,208.67,3324.94,1648.52,2023-06-18,2024-02-11 01:50:51
4977,8920,90.75,37.32,4.25,6.56,1.45,0.26,14.96,162.94,5559.49,1231.34,2022-12-20,2024-07-17 16:05:32
4978,6632,67.27,83.85,9.32,6.72,1.54,0.72,44.53,167.85,4081.14,1458.74,2023-03-17,2025-06-05 12:27:16
4979,6066,207.64,110.29,14.87,6.36,1.31,1.16,122.97,255.96,5056.37,1285.59,2023-06-24,2025-05-25 16:30:05
4980,2750,29.46,46.87,8.52,2.7,0.83,1.16,49.86,179.47,4722.99,1250.49,2022-11-30,2024-07-12 13:22:55
4981,7866,248.8,31.73,0.97,3.58,0.35,0.52,186.34,187.86,1166.83,392.48,2024-08-30,2024-06-16 23:27:45
4982,6880,20.98,118.61,6.75,5.47,1.67,0.94,152.7,325.87,1206.09,1214.18,2024-02-11,2024-08-31 10:01:52
4983,5350,182.52,144.35,0.76,6.45,0.64,1.14,127.33,324.18,2459.69,268.95,2024-08-24,2025-02-04 03:04:20
4984,422,50.57,76.25,10.27,6.35,0.87,0.72,66.43,168.83,1978.54,1022.17,2024-01-02,2024-09-19 15:21:54
4985,7278,76.24,19.9,3.49,7.2,1.96,0.7,50.63,388.38,3819.71,481.89,2025-04-26,2023-12-28 08:31:24
4986,2176,215.87,136.31,12.33,3.32,1.0,1.35,78.11,60.49,1492.91,526.02,2025-05-01,2025-01-10 12:26:16
4987,1379,222.72,122.61,10.07,6.54,1.96,1.28,146.19,336.29,3341.79,1343.14,2022-08-30,2025-06-06 03:46:24
4988,1620,57.77,35.02,9.66,0.72,0.75,0.73,186.25,119.2,2911.06,826.49,2023-04-10,2024-06-01 10:48:59
4989,8730,110.47,128.98,7.11,7.06,0.87,1.19,134.73,203.66,1124.27,1908.05,2023-12-24,2022-12-12 05:22:34
4990,6752,64.11,69.57,7.24,0.24,1.4,0.64,182.1,308.27,3050.56,1510.2,2022-06-17,2024-04-16 05:55:49
4991,7058,126.99,115.98,8.79,2.86,1.27,0.58,121.3,273.14,3444.98,812.61,2023-09-19,2023-06-05 16:56:32
4992,2992,199.44,10.11,6.39,5.98,0.75,0.49,153.12,211.04,5633.2,1925.12,2023-05-19,2023-10-04 11:24:56
4993,4962,203.06,136.92,3.29,3.22,0.37,1.39,86.78,343.25,4770.23,871.99,2022-11-09,2023-04-09 18:29:45
4994,4998,186.29,25.72,13.51,6.9,1.51,0.24,30.77,223.77,1716.97,387.59,2022-08-26,2022-06-17 05:11:54
4995,2568,122.89,47.99,7.78,3.65,1.74,0.28,171.26,77.83,4266.65,1950.33,2022-10-25,2023-06-14 01:37:37
4996,2116,22.83,56.54,7.56,4.84,0.27,1.16,100.88,377.98,694.77,244.12,2023-04-06,2022-12-19 00:50:22
4997,4228,40.6,22.0,11.13,3.24,0.13,0.23,100.76,150.77,5311.06,1496.93,2023-11-18,2025-03-10 16:43:42
4998,1278,147.97,50.24,4.87,7.1,0.16,0.44,117.82,180.93,7604.69,166.47,2022-11-08,2023-08-21 10:32:21
4999,5042,219.68,105.69,2.19,4.43,1.11,0.16,140.4,39.21,1915.18,670.84,2023-03-02,2025-01-08 08:27:57
5000,1709,46.21,121.22,12.54,2.02,0.64,0.39,171.17,333.19,4617.92,478.65,2024-05-20,2023-07-29 15:51:01
5001,172,149.4,103.02,12.02,1.08,0.98,0.69,10.01,89.08,3446.5,240.24,2022-06-18,2024-04-08 09:04:21
5002,4847,187.48,146.51,3.77,0.64,1.07,1.05,27.37,40.28,6939.01,204.76,2023-10-14,2024-10-26 16:27:31
5003,622,116.3,20.52,13.98,0.36,0.79,0.95,87.84,67.52,2880.35,1518.98,2024-02-18,2024-01-12 18:19:38
5004,4965,226.65,88.2,2.36,4.42,1.1,0.13,74.61,230.8,842.52,535.43,2022-08-24,2024-12-11 17:04:49
5005,8631,202.79,19.04,5.18,4.34,0.34,1.38,164.82,211.46,6364.9,1505.9,2024-08-10,2023-07-20 12:49:31
5006,3908,143.35,132.11,13.48,3.84,0.76,0.81,33.03,397.67,2679.73,1787.89,2023-01-08,2024-06-20 16:16:20
5007,9794,10.37,77.89,10.78,3.34,0.59,0.34,175.26,123.69,5761.76,1444.34,2022-10-08,2022-08-14 13:16:00
5008,3176,39.28,66.51,10.16,2.55,1.46,0.39,101.39,355.41,5846.98,397.76,2025-02-27,2024-05-10 04:18:06
5009,7257,157.05,91.82,6.99,7.21,0.27,0.54,19.33,135.59,7137.21,1927.82,2022-11-02,2023-12-29 21:58:08
5010,3422,126.03,25.5,5.73,1.66,0.75,1.28,121.5,390.75,1369.92,812.61,2023-02-12,2023-12-22 19:10:50
5011,808,264.5,115.7,4.11,0.62,1.68,0.88,99.71,22.81,1115.73,571.46,2022-08-31,2023-08-05 19:17:55
5012,564,78.81,144.87,0.83,1.52,1.07,0.98,122.17,106.09,1355.23,555.49,2024-11-19,2023-01-28 15:01:32
5013,8705,294.2,109.53,14.62,3.7,0.76,0.77,31.87,214.07,2948.92,1530.03,2025-05-18,2022-12-12 07:10:57
5014,6820,299.44,30.67,11.62,3.17,0.97,0.77,194.54,213.79,2222.06,1550.1,2023-06-15,2023-08-12 20:58:27
5015,7805,139.12,78.0,11.0,1.44,0.35,0.45,33.69,173.3,4532.95,1911.86,2025-02-17,2022-10-26 08:15:41
5016,6608,271.06,105.75,11.25,4.17,1.67,0.66,37.87,221.0,5459.2,1332.14,2024-12-03,2023-07-01 19:02:51
5017,7467,169.91,28.39,11.07,6.62,1.76,0.55,153.52,100.88,1975.07,1402.68,2022-12-04,2022-08-09 10:50:13
5018,5848,62.72,108.98,12.07,1.8,1.37,0.79,96.81,217.21,3609.29,133.45,2024-02-11,2023-07-13 13:16:35
5019,5172,121.5,72.11,3.81,7.52,0.49,1.36,190.95,341.42,5193.38,270.29,2022-12-25,2024-03-06 11:37:56
5020,431,232.88,31.25,6.63,5.78,1.65,0.83,85.92,356.11,2055.23,147.27,2024-01-10,2023-10-31 15:56:38
5021,8494,142.54,134.57,14.39,2.83,0.52,0.47,164.03,343.35,4816.75,1391.01,2023-06-05,2022-11-21 12:35:56
5022,3801,116.55,22.19,4.3,4.01,1.08,1.1,145.12,137.11,1906.92,1065.05,2023-08-20,2024-12-05 20:39:25
5023,9238,97.74,85.95,7.48,4.76,0.11,1.35,50.06,69.66,3989.19,711.8,2023-06-27,2025-03-15 01:59:15
5024,16,145.03,131.82,4.4,1.85,1.57,0.38,126.34,62.67,1900.12,532.89,2025-01-12,2023-10-18 21:03:47
5025,8983,117.91,110.05,14.91,5.42,0.63,0.85,47.76,177.22,7089.42,1272.55,2023-05-14,2023-08-24 22:17:35
5026,6240,111.16,80.42,10.99,2.78,1.68,1.47,91.08,133.47,6559.61,563.88,2024-07-21,2023-09-24 12:50:25
5027,4880,90.19,88.9,4.04,2.36,1.76,1.22,139.75,156.6,3447.25,1321.72,2023-08-30,2024-12-20 06:00:24
5028,4125,238.28,120.53,10.26,3.03,1.78,1.37,171.28,269.56,3902.69,1230.11,2025-05-01,2023-04-03 03:39:23
5029,5125,38.84,15.06,5.0,4.09,0.82,0.22,98.06,312.77,1010.68,393.09,2023-08-21,2025-03-19 08:08:16
5030,4001,287.13,115.73,1.57,1.12,1.64,1.46,19.31,45.67,7717.09,380.91,2024-02-14,2022-06-24 13:15:52
5031,8629,271.39,146.45,13.59,4.44,1.35,1.2,156.86,139.34,2860.32,1310.15,2025-05-20,2023-05-31 03:13:31
5032,1152,15.28,111.96,6.18,2.86,0.21,0.3,29.08,283.34,5885.19,1758.15,2022-08-15,2024-11-03 23:20:46
